"","seed","type","age_death","id","seed"
"1939",602,"Joint Man/Woman",101,503,602
"1940",361,"Joint Man/Woman",90,316,361
"1941",593,"Joint Man/Woman",93,630,593
"1942",172,"Joint Man/Woman",85,957,172
"1943",317,"Joint Man/Woman",87,339,317
"1944",712,"Joint Man/Woman",84,575,712
"1945",360,"Joint Man/Woman",70,701,360
"1946",388,"Joint Man/Woman",100,362,388
"1947",444,"Joint Man/Woman",92,522,444
"1948",660,"Joint Man/Woman",95,987,660
"1949",785,"Joint Man/Woman",80,682,785
"1950",386,"Joint Man/Woman",102,161,386
"1951",515,"Joint Man/Woman",96,902,515
"1952",247,"Joint Man/Woman",88,154,247
"1953",533,"Joint Man/Woman",94,920,533
"1954",886,"Joint Man/Woman",92,59,886
"1955",552,"Joint Man/Woman",82,298,552
"1956",1051,"Joint Man/Woman",102,623,1051
"1957",663,"Joint Man/Woman",94,297,663
"1958",995,"Joint Man/Woman",78,10,995
"1959",183,"Joint Man/Woman",94,424,183
"1960",937,"Joint Man/Woman",93,397,937
"1961",426,"Joint Man/Woman",95,480,426
"1962",868,"Joint Man/Woman",92,886,868
"1963",822,"Joint Man/Woman",94,678,822
"1964",801,"Joint Man/Woman",106,729,801
"1965",503,"Joint Man/Woman",78,329,503
"1966",373,"Joint Man/Woman",102,965,373
"1967",1093,"Joint Man/Woman",97,282,1093
"1968",438,"Joint Man/Woman",92,661,438
"1969",923,"Joint Man/Woman",88,574,923
"1970",517,"Joint Man/Woman",81,422,517
"1971",486,"Joint Man/Woman",108,55,486
"1972",943,"Joint Man/Woman",79,425,943
"1973",161,"Joint Man/Woman",96,406,161
"1974",291,"Joint Man/Woman",90,602,291
"1975",380,"Joint Man/Woman",88,789,380
"1976",600,"Joint Man/Woman",81,522,600
"1977",1009,"Joint Man/Woman",96,86,1009
"1978",214,"Joint Man/Woman",88,866,214
"1979",309,"Joint Man/Woman",80,161,309
"1980",154,"Joint Man/Woman",85,372,154
"1981",359,"Joint Man/Woman",79,512,359
"1982",938,"Joint Man/Woman",84,339,938
"1983",590,"Joint Man/Woman",98,498,590
"1984",894,"Joint Man/Woman",87,60,894
"1985",359,"Joint Man/Woman",80,273,359
"1986",837,"Joint Man/Woman",92,662,837
"1987",630,"Joint Man/Woman",74,718,630
"1988",888,"Joint Man/Woman",79,821,888
"1989",1008,"Joint Man/Woman",94,124,1008
"1990",397,"Joint Man/Woman",89,119,397
"1991",211,"Joint Man/Woman",94,500,211
"1992",618,"Joint Man/Woman",102,33,618
"1993",663,"Joint Man/Woman",89,582,663
"1994",224,"Joint Man/Woman",96,282,224
"1995",362,"Joint Man/Woman",91,316,362
"1996",499,"Joint Man/Woman",86,561,499
"1997",512,"Joint Man/Woman",94,619,512
"1998",121,"Joint Man/Woman",93,383,121
"1999",721,"Joint Man/Woman",81,939,721
"2000",986,"Joint Man/Woman",85,785,986
"2001",872,"Joint Man/Woman",96,675,872
"2002",416,"Joint Man/Woman",77,784,416
"2003",582,"Joint Man/Woman",85,106,582
"2004",1037,"Joint Man/Woman",95,981,1037
"2005",159,"Joint Man/Woman",98,230,159
"2006",935,"Joint Man/Woman",88,230,935
"2007",1061,"Joint Man/Woman",85,412,1061
"2008",474,"Joint Man/Woman",86,708,474
"2009",931,"Joint Man/Woman",101,497,931
"2010",199,"Joint Man/Woman",96,600,199
"2011",871,"Joint Man/Woman",75,634,871
"2012",201,"Joint Man/Woman",73,150,201
"2013",974,"Joint Man/Woman",81,668,974
"2014",607,"Joint Man/Woman",93,321,607
"2015",679,"Joint Man/Woman",86,10,679
"2016",168,"Joint Man/Woman",102,331,168
"2017",786,"Joint Man/Woman",82,977,786
"2018",793,"Joint Man/Woman",87,785,793
"2019",1073,"Joint Man/Woman",94,7,1073
"2020",286,"Joint Man/Woman",90,177,286
"2021",867,"Joint Man/Woman",87,448,867
"2022",584,"Joint Man/Woman",95,729,584
"2023",165,"Joint Man/Woman",96,229,165
"2024",254,"Joint Man/Woman",79,261,254
"2025",124,"Joint Man/Woman",95,163,124
"2026",920,"Joint Man/Woman",92,24,920
"2027",186,"Joint Man/Woman",90,18,186
"2028",685,"Joint Man/Woman",91,57,685
"2029",871,"Joint Man/Woman",92,602,871
"2030",235,"Joint Man/Woman",79,358,235
"2031",720,"Joint Man/Woman",97,457,720
"2032",252,"Joint Man/Woman",90,91,252
"2033",829,"Joint Man/Woman",94,475,829
"2034",462,"Joint Man/Woman",98,682,462
"2035",285,"Joint Man/Woman",97,977,285
"2036",578,"Joint Man/Woman",89,359,578
"2037",190,"Joint Man/Woman",87,133,190
"2038",327,"Joint Man/Woman",94,919,327
"2039",492,"Joint Man/Woman",91,535,492
"2040",422,"Joint Man/Woman",91,618,422
"2041",724,"Joint Man/Woman",90,176,724
"2042",378,"Joint Man/Woman",90,862,378
"2043",357,"Joint Man/Woman",84,415,357
"2044",429,"Joint Man/Woman",92,529,429
"2045",658,"Joint Man/Woman",88,824,658
"2046",333,"Joint Man/Woman",94,279,333
"2047",736,"Joint Man/Woman",79,929,736
"2048",823,"Joint Man/Woman",84,950,823
"2049",548,"Joint Man/Woman",100,205,548
"2050",418,"Joint Man/Woman",95,205,418
"2051",894,"Joint Man/Woman",83,417,894
"2052",243,"Joint Man/Woman",87,829,243
"2053",535,"Joint Man/Woman",86,354,535
"2054",780,"Joint Man/Woman",92,837,780
"2055",798,"Joint Man/Woman",77,82,798
"2056",873,"Joint Man/Woman",92,332,873
"2057",751,"Joint Man/Woman",91,39,751
"2058",387,"Joint Man/Woman",95,393,387
"2059",290,"Joint Man/Woman",92,178,290
"2060",340,"Joint Man/Woman",90,324,340
"2061",843,"Joint Man/Woman",91,234,843
"2062",744,"Joint Man/Woman",95,537,744
"2063",890,"Joint Man/Woman",92,374,890
"2064",635,"Joint Man/Woman",104,138,635
"2065",141,"Joint Man/Woman",86,743,141
"2066",1113,"Joint Man/Woman",91,129,1113
"2067",735,"Joint Man/Woman",76,156,735
"2068",178,"Joint Man/Woman",93,906,178
"2069",1078,"Joint Man/Woman",92,744,1078
"2070",546,"Joint Man/Woman",100,669,546
"2071",930,"Joint Man/Woman",94,574,930
"2072",776,"Joint Man/Woman",94,361,776
"2073",718,"Joint Man/Woman",94,725,718
"2074",426,"Joint Man/Woman",78,44,426
"2075",142,"Joint Man/Woman",84,398,142
"2076",626,"Joint Man/Woman",83,502,626
"2077",631,"Joint Man/Woman",89,335,631
"2078",992,"Joint Man/Woman",89,648,992
"2079",931,"Joint Man/Woman",99,210,931
"2080",239,"Joint Man/Woman",89,495,239
"2081",658,"Joint Man/Woman",89,577,658
"2082",415,"Joint Man/Woman",80,427,415
"2083",570,"Joint Man/Woman",86,909,570
"2084",168,"Joint Man/Woman",88,544,168
"2085",892,"Joint Man/Woman",94,101,892
"2086",340,"Joint Man/Woman",86,512,340
"2087",307,"Joint Man/Woman",100,254,307
"2088",447,"Joint Man/Woman",93,252,447
"2089",802,"Joint Man/Woman",88,981,802
"2090",826,"Joint Man/Woman",97,56,826
"2091",477,"Joint Man/Woman",82,403,477
"2092",947,"Joint Man/Woman",84,480,947
"2093",560,"Joint Man/Woman",88,462,560
"2094",223,"Joint Man/Woman",93,869,223
"2095",810,"Joint Man/Woman",85,596,810
"2096",199,"Joint Man/Woman",89,89,199
"2097",208,"Joint Man/Woman",92,189,208
"2098",294,"Joint Man/Woman",85,287,294
"2099",583,"Joint Man/Woman",84,380,583
"2100",841,"Joint Man/Woman",96,866,841
"2101",214,"Joint Man/Woman",90,790,214
"2102",215,"Joint Man/Woman",85,937,215
"2103",880,"Joint Man/Woman",79,633,880
"2104",611,"Joint Man/Woman",87,43,611
"2105",751,"Joint Man/Woman",83,742,751
"2106",307,"Joint Man/Woman",93,679,307
"2107",514,"Joint Man/Woman",84,356,514
"2108",245,"Joint Man/Woman",100,787,245
"2109",964,"Joint Man/Woman",72,166,964
"2110",240,"Joint Man/Woman",98,391,240
"2111",908,"Joint Man/Woman",99,344,908
"2112",709,"Joint Man/Woman",96,459,709
"2113",350,"Joint Man/Woman",96,691,350
"2114",1052,"Joint Man/Woman",91,164,1052
"2115",384,"Joint Man/Woman",89,430,384
"2116",783,"Joint Man/Woman",92,925,783
"2117",880,"Joint Man/Woman",90,567,880
"2118",658,"Joint Man/Woman",98,280,658
"2119",913,"Joint Man/Woman",96,919,913
"2120",1072,"Joint Man/Woman",88,293,1072
"2121",353,"Joint Man/Woman",104,848,353
"2122",831,"Joint Man/Woman",88,434,831
"2123",711,"Joint Man/Woman",92,666,711
"2124",896,"Joint Man/Woman",71,162,896
"2125",881,"Joint Man/Woman",96,918,881
"2126",118,"Joint Man/Woman",84,344,118
"2127",326,"Joint Man/Woman",89,964,326
"2128",259,"Joint Man/Woman",94,92,259
"2129",253,"Joint Man/Woman",90,195,253
"2130",719,"Joint Man/Woman",88,343,719
"2131",839,"Joint Man/Woman",85,172,839
"2132",473,"Joint Man/Woman",92,803,473
"2133",637,"Joint Man/Woman",84,248,637
"2134",171,"Joint Man/Woman",95,442,171
"2135",122,"Joint Man/Woman",97,507,122
"2136",417,"Joint Man/Woman",88,976,417
"2137",1062,"Joint Man/Woman",103,44,1062
"2138",190,"Joint Man/Woman",98,9,190
"2139",719,"Joint Man/Woman",93,805,719
"2140",1039,"Joint Man/Woman",98,367,1039
"2141",364,"Joint Man/Woman",95,169,364
"2142",540,"Joint Man/Woman",94,734,540
"2143",1015,"Joint Man/Woman",82,790,1015
"2144",512,"Joint Man/Woman",91,156,512
"2145",531,"Joint Man/Woman",79,580,531
"2146",308,"Joint Man/Woman",70,197,308
"2147",441,"Joint Man/Woman",97,302,441
"2148",957,"Joint Man/Woman",84,94,957
"2149",990,"Joint Man/Woman",89,354,990
"2150",955,"Joint Man/Woman",87,929,955
"2151",1095,"Joint Man/Woman",89,691,1095
"2152",527,"Joint Man/Woman",84,38,527
"2153",744,"Joint Man/Woman",87,564,744
"2154",624,"Joint Man/Woman",90,901,624
"2155",519,"Joint Man/Woman",95,483,519
"2156",855,"Joint Man/Woman",88,996,855
"2157",781,"Joint Man/Woman",84,519,781
"2158",609,"Joint Man/Woman",100,259,609
"2159",578,"Joint Man/Woman",86,254,578
"2160",653,"Joint Man/Woman",83,783,653
"2161",412,"Joint Man/Woman",95,11,412
"2162",133,"Joint Man/Woman",99,112,133
"2163",801,"Joint Man/Woman",89,799,801
"2164",576,"Joint Man/Woman",92,157,576
"2165",974,"Joint Man/Woman",91,966,974
"2166",797,"Joint Man/Woman",94,481,797
"2167",548,"Joint Man/Woman",103,787,548
"2168",519,"Joint Man/Woman",90,365,519
"2169",304,"Joint Man/Woman",75,200,304
"2170",560,"Joint Man/Woman",90,355,560
"2171",908,"Joint Man/Woman",88,242,908
"2172",457,"Joint Man/Woman",90,688,457
"2173",369,"Joint Man/Woman",94,270,369
"2174",280,"Joint Man/Woman",84,445,280
"2175",617,"Joint Man/Woman",85,263,617
"2176",896,"Joint Man/Woman",98,696,896
"2177",977,"Joint Man/Woman",80,71,977
"2178",1104,"Joint Man/Woman",96,239,1104
"2179",924,"Joint Man/Woman",96,119,924
"2180",911,"Joint Man/Woman",85,943,911
"2181",1019,"Joint Man/Woman",72,302,1019
"2182",390,"Joint Man/Woman",98,708,390
"2183",734,"Joint Man/Woman",84,555,734
"2184",348,"Joint Man/Woman",86,220,348
"2185",258,"Joint Man/Woman",78,468,258
"2186",886,"Joint Man/Woman",93,423,886
"2187",367,"Joint Man/Woman",107,245,367
"2188",1006,"Joint Man/Woman",90,210,1006
"2189",725,"Joint Man/Woman",89,665,725
"2190",830,"Joint Man/Woman",92,183,830
"2191",777,"Joint Man/Woman",88,504,777
"2192",1085,"Joint Man/Woman",101,438,1085
"2193",948,"Joint Man/Woman",87,219,948
"2194",531,"Joint Man/Woman",89,72,531
"2195",780,"Joint Man/Woman",86,738,780
"2196",199,"Joint Man/Woman",95,22,199
"2197",119,"Joint Man/Woman",101,417,119
"2198",801,"Joint Man/Woman",101,538,801
"2199",464,"Joint Man/Woman",88,879,464
"2200",628,"Joint Man/Woman",90,201,628
"2201",436,"Joint Man/Woman",91,483,436
"2202",1093,"Joint Man/Woman",89,420,1093
"2203",588,"Joint Man/Woman",92,457,588
"2204",809,"Joint Man/Woman",78,746,809
"2205",416,"Joint Man/Woman",88,80,416
"2206",129,"Joint Man/Woman",73,514,129
"2207",825,"Joint Man/Woman",88,280,825
"2208",937,"Joint Man/Woman",90,882,937
"2209",1094,"Joint Man/Woman",89,915,1094
"2210",335,"Joint Man/Woman",80,961,335
"2211",228,"Joint Man/Woman",97,384,228
"2212",1076,"Joint Man/Woman",89,122,1076
"2213",705,"Joint Man/Woman",95,552,705
"2214",921,"Joint Man/Woman",89,460,921
"2215",695,"Joint Man/Woman",88,71,695
"2216",811,"Joint Man/Woman",92,806,811
"2217",406,"Joint Man/Woman",97,346,406
"2218",651,"Joint Man/Woman",90,996,651
"2219",477,"Joint Man/Woman",90,565,477
"2220",420,"Joint Man/Woman",83,894,420
"2221",524,"Joint Man/Woman",88,261,524
"2222",652,"Joint Man/Woman",97,516,652
"2223",876,"Joint Man/Woman",83,546,876
"2224",741,"Joint Man/Woman",78,937,741
"2225",517,"Joint Man/Woman",87,586,517
"2226",260,"Joint Man/Woman",86,613,260
"2227",986,"Joint Man/Woman",96,336,986
"2228",397,"Joint Man/Woman",89,856,397
"2229",455,"Joint Man/Woman",84,500,455
"2230",269,"Joint Man/Woman",86,216,269
"2231",596,"Joint Man/Woman",95,518,596
"2232",726,"Joint Man/Woman",98,457,726
"2233",269,"Joint Man/Woman",90,516,269
"2234",445,"Joint Man/Woman",92,60,445
"2235",1038,"Joint Man/Woman",90,70,1038
"2236",958,"Joint Man/Woman",89,817,958
"2237",1026,"Joint Man/Woman",83,898,1026
"2238",858,"Joint Man/Woman",71,719,858
"2239",880,"Joint Man/Woman",84,806,880
"2240",714,"Joint Man/Woman",88,168,714
"2241",1106,"Joint Man/Woman",88,222,1106
"2242",445,"Joint Man/Woman",93,422,445
"2243",965,"Joint Man/Woman",91,708,965
"2244",564,"Joint Man/Woman",98,950,564
"2245",687,"Joint Man/Woman",101,725,687
"2246",840,"Joint Man/Woman",101,685,840
"2247",414,"Joint Man/Woman",81,576,414
"2248",391,"Joint Man/Woman",86,898,391
"2249",957,"Joint Man/Woman",85,561,957
"2250",812,"Joint Man/Woman",87,433,812
"2251",1083,"Joint Man/Woman",86,98,1083
"2252",742,"Joint Man/Woman",98,356,742
"2253",900,"Joint Man/Woman",92,37,900
"2254",596,"Joint Man/Woman",91,38,596
"2255",996,"Joint Man/Woman",84,856,996
"2256",114,"Joint Man/Woman",93,106,114
"2257",999,"Joint Man/Woman",90,771,999
"2258",202,"Joint Man/Woman",89,835,202
"2259",722,"Joint Man/Woman",81,508,722
"2260",124,"Joint Man/Woman",89,3,124
"2261",731,"Joint Man/Woman",96,496,731
"2262",899,"Joint Man/Woman",70,675,899
"2263",864,"Joint Man/Woman",99,517,864
"2264",571,"Joint Man/Woman",85,853,571
"2265",397,"Joint Man/Woman",93,914,397
"2266",657,"Joint Man/Woman",100,737,657
"2267",1015,"Joint Man/Woman",101,334,1015
"2268",581,"Joint Man/Woman",81,373,581
"2269",126,"Joint Man/Woman",89,773,126
"2270",1016,"Joint Man/Woman",97,86,1016
"2271",744,"Joint Man/Woman",99,252,744
"2272",906,"Joint Man/Woman",89,998,906
"2273",122,"Joint Man/Woman",78,274,122
"2274",853,"Joint Man/Woman",96,275,853
"2275",744,"Joint Man/Woman",89,240,744
"2276",976,"Joint Man/Woman",91,229,976
"2277",420,"Joint Man/Woman",83,415,420
"2278",407,"Joint Man/Woman",83,534,407
"2279",477,"Joint Man/Woman",86,175,477
"2280",920,"Joint Man/Woman",94,221,920
"2281",1104,"Joint Man/Woman",69,49,1104
"2282",542,"Joint Man/Woman",86,150,542
"2283",515,"Joint Man/Woman",97,360,515
"2284",114,"Joint Man/Woman",96,355,114
"2285",1060,"Joint Man/Woman",91,890,1060
"2286",998,"Joint Man/Woman",86,771,998
"2287",421,"Joint Man/Woman",89,708,421
"2288",1015,"Joint Man/Woman",81,464,1015
"2289",696,"Joint Man/Woman",78,291,696
"2290",674,"Joint Man/Woman",74,303,674
"2291",161,"Joint Man/Woman",85,635,161
"2292",515,"Joint Man/Woman",85,871,515
"2293",208,"Joint Man/Woman",93,169,208
"2294",684,"Joint Man/Woman",91,319,684
"2295",452,"Joint Man/Woman",91,100,452
"2296",720,"Joint Man/Woman",89,350,720
"2297",489,"Joint Man/Woman",87,123,489
"2298",937,"Joint Man/Woman",85,676,937
"2299",762,"Joint Man/Woman",98,623,762
"2300",725,"Joint Man/Woman",90,314,725
"2301",1086,"Joint Man/Woman",88,865,1086
"2302",587,"Joint Man/Woman",92,494,587
"2303",147,"Joint Man/Woman",97,648,147
"2304",421,"Joint Man/Woman",71,702,421
"2305",206,"Joint Man/Woman",88,670,206
"2306",297,"Joint Man/Woman",97,506,297
"2307",355,"Joint Man/Woman",75,960,355
"2308",515,"Joint Man/Woman",94,580,515
"2309",723,"Joint Man/Woman",97,138,723
"2310",525,"Joint Man/Woman",97,189,525
"2311",947,"Joint Man/Woman",83,399,947
"2312",1109,"Joint Man/Woman",89,103,1109
"2313",288,"Joint Man/Woman",79,126,288
"2314",1052,"Joint Man/Woman",93,605,1052
"2315",129,"Joint Man/Woman",91,212,129
"2316",900,"Joint Man/Woman",88,5,900
"2317",608,"Joint Man/Woman",82,530,608
"2318",507,"Joint Man/Woman",93,915,507
"2319",663,"Joint Man/Woman",93,56,663
"2320",932,"Joint Man/Woman",92,230,932
"2321",508,"Joint Man/Woman",87,630,508
"2322",798,"Joint Man/Woman",92,872,798
"2323",988,"Joint Man/Woman",92,232,988
"2324",1087,"Joint Man/Woman",89,881,1087
"2325",803,"Joint Man/Woman",83,345,803
"2326",506,"Joint Man/Woman",92,224,506
"2327",654,"Joint Man/Woman",93,949,654
"2328",836,"Joint Man/Woman",94,7,836
"2329",979,"Joint Man/Woman",89,49,979
"2330",651,"Joint Man/Woman",96,506,651
"2331",712,"Joint Man/Woman",94,303,712
"2332",286,"Joint Man/Woman",100,902,286
"2333",141,"Joint Man/Woman",88,92,141
"2334",121,"Joint Man/Woman",94,774,121
"2335",295,"Joint Man/Woman",101,385,295
"2336",1041,"Joint Man/Woman",94,243,1041
"2337",791,"Joint Man/Woman",95,17,791
"2338",708,"Joint Man/Woman",89,430,708
"2339",193,"Joint Man/Woman",80,907,193
"2340",930,"Joint Man/Woman",85,249,930
"2341",653,"Joint Man/Woman",88,570,653
"2342",1038,"Joint Man/Woman",78,473,1038
"2343",900,"Joint Man/Woman",99,904,900
"2344",419,"Joint Man/Woman",92,304,419
"2345",521,"Joint Man/Woman",95,540,521
"2346",435,"Joint Man/Woman",90,489,435
"2347",1001,"Joint Man/Woman",89,189,1001
"2348",703,"Joint Man/Woman",92,52,703
"2349",406,"Joint Man/Woman",78,725,406
"2350",426,"Joint Man/Woman",98,413,426
"2351",713,"Joint Man/Woman",89,700,713
"2352",860,"Joint Man/Woman",86,91,860
"2353",874,"Joint Man/Woman",80,328,874
"2354",428,"Joint Man/Woman",95,672,428
"2355",1105,"Joint Man/Woman",79,175,1105
"2356",752,"Joint Man/Woman",86,519,752
"2357",330,"Joint Man/Woman",89,382,330
"2358",577,"Joint Man/Woman",93,327,577
"2359",254,"Joint Man/Woman",74,37,254
"2360",996,"Joint Man/Woman",87,767,996
"2361",336,"Joint Man/Woman",86,549,336
"2362",841,"Joint Man/Woman",96,481,841
"2363",119,"Joint Man/Woman",102,329,119
"2364",900,"Joint Man/Woman",86,58,900
"2365",1088,"Joint Man/Woman",84,115,1088
"2366",893,"Joint Man/Woman",94,291,893
"2367",224,"Joint Man/Woman",105,472,224
"2368",544,"Joint Man/Woman",95,766,544
"2369",1101,"Joint Man/Woman",81,387,1101
"2370",378,"Joint Man/Woman",92,473,378
"2371",1060,"Joint Man/Woman",91,752,1060
"2372",462,"Joint Man/Woman",95,31,462
"2373",961,"Joint Man/Woman",92,225,961
"2374",860,"Joint Man/Woman",91,814,860
"2375",1087,"Joint Man/Woman",67,159,1087
"2376",636,"Joint Man/Woman",92,751,636
"2377",628,"Joint Man/Woman",91,846,628
"2378",381,"Joint Man/Woman",89,614,381
"2379",570,"Joint Man/Woman",89,886,570
"2380",227,"Joint Man/Woman",85,611,227
"2381",735,"Joint Man/Woman",102,537,735
"2382",1045,"Joint Man/Woman",111,976,1045
"2383",1066,"Joint Man/Woman",86,685,1066
"2384",293,"Joint Man/Woman",83,75,293
"2385",182,"Joint Man/Woman",93,618,182
"2386",944,"Joint Man/Woman",76,273,944
"2387",1098,"Joint Man/Woman",85,553,1098
"2388",731,"Joint Man/Woman",84,940,731
"2389",885,"Joint Man/Woman",97,902,885
"2390",916,"Joint Man/Woman",96,268,916
"2391",1080,"Joint Man/Woman",95,850,1080
"2392",296,"Joint Man/Woman",89,52,296
"2393",1107,"Joint Man/Woman",89,582,1107
"2394",455,"Joint Man/Woman",78,464,455
"2395",416,"Joint Man/Woman",91,114,416
"2396",201,"Joint Man/Woman",89,827,201
"2397",128,"Joint Man/Woman",78,394,128
"2398",625,"Joint Man/Woman",79,573,625
"2399",355,"Joint Man/Woman",101,820,355
"2400",567,"Joint Man/Woman",98,455,567
"2401",147,"Joint Man/Woman",92,616,147
"2402",1031,"Joint Man/Woman",94,607,1031
"2403",1082,"Joint Man/Woman",86,928,1082
"2404",253,"Joint Man/Woman",90,845,253
"2405",293,"Joint Man/Woman",95,751,293
"2406",562,"Joint Man/Woman",87,636,562
"2407",396,"Joint Man/Woman",87,231,396
"2408",1103,"Joint Man/Woman",91,178,1103
"2409",175,"Joint Man/Woman",92,873,175
"2410",596,"Joint Man/Woman",90,489,596
"2411",442,"Joint Man/Woman",76,251,442
"2412",323,"Joint Man/Woman",89,244,323
"2413",575,"Joint Man/Woman",88,413,575
"2414",479,"Joint Man/Woman",89,941,479
"2415",1016,"Joint Man/Woman",81,618,1016
"2416",265,"Joint Man/Woman",93,917,265
"2417",1058,"Joint Man/Woman",82,307,1058
"2418",239,"Joint Man/Woman",94,718,239
"2419",889,"Joint Man/Woman",80,715,889
"2420",822,"Joint Man/Woman",96,175,822
"2421",268,"Joint Man/Woman",88,989,268
"2422",593,"Joint Man/Woman",97,298,593
"2423",147,"Joint Man/Woman",88,217,147
"2424",1059,"Joint Man/Woman",81,253,1059
"2425",349,"Joint Man/Woman",76,439,349
"2426",737,"Joint Man/Woman",97,580,737
"2427",230,"Joint Man/Woman",95,669,230
"2428",907,"Joint Man/Woman",71,758,907
"2429",515,"Joint Man/Woman",98,650,515
"2430",919,"Joint Man/Woman",83,363,919
"2431",904,"Joint Man/Woman",78,430,904
"2432",344,"Joint Man/Woman",85,609,344
"2433",509,"Joint Man/Woman",94,598,509
"2434",114,"Joint Man/Woman",83,656,114
"2435",499,"Joint Man/Woman",91,659,499
"2436",412,"Joint Man/Woman",99,369,412
"2437",854,"Joint Man/Woman",96,450,854
"2438",400,"Joint Man/Woman",99,925,400
"2439",148,"Joint Man/Woman",91,403,148
"2440",543,"Joint Man/Woman",99,684,543
"2441",856,"Joint Man/Woman",81,230,856
"2442",793,"Joint Man/Woman",100,691,793
"2443",529,"Joint Man/Woman",80,900,529
"2444",810,"Joint Man/Woman",92,522,810
"2445",356,"Joint Man/Woman",70,10,356
"2446",1020,"Joint Man/Woman",89,856,1020
"2447",825,"Joint Man/Woman",96,355,825
"2448",1107,"Joint Man/Woman",99,262,1107
"2449",933,"Joint Man/Woman",82,966,933
"2450",940,"Joint Man/Woman",88,494,940
"2451",530,"Joint Man/Woman",91,301,530
"2452",190,"Joint Man/Woman",97,463,190
"2453",1034,"Joint Man/Woman",79,619,1034
"2454",1080,"Joint Man/Woman",82,857,1080
"2455",1083,"Joint Man/Woman",93,281,1083
"2456",235,"Joint Man/Woman",91,831,235
"2457",943,"Joint Man/Woman",98,478,943
"2458",667,"Joint Man/Woman",86,290,667
"2459",1037,"Joint Man/Woman",81,442,1037
"2460",516,"Joint Man/Woman",78,294,516
"2461",580,"Joint Man/Woman",97,762,580
"2462",781,"Joint Man/Woman",94,9,781
"2463",262,"Joint Man/Woman",77,105,262
"2464",581,"Joint Man/Woman",96,497,581
"2465",160,"Joint Man/Woman",98,350,160
"2466",413,"Joint Man/Woman",95,524,413
"2467",664,"Joint Man/Woman",90,257,664
"2468",291,"Joint Man/Woman",98,645,291
"2469",614,"Joint Man/Woman",89,173,614
"2470",690,"Joint Man/Woman",98,425,690
"2471",268,"Joint Man/Woman",79,904,268
"2472",521,"Joint Man/Woman",71,692,521
"2473",412,"Joint Man/Woman",103,933,412
"2474",370,"Joint Man/Woman",85,809,370
"2475",528,"Joint Man/Woman",89,688,528
"2476",470,"Joint Man/Woman",86,587,470
"2477",708,"Joint Man/Woman",93,380,708
"2478",391,"Joint Man/Woman",86,299,391
"2479",332,"Joint Man/Woman",85,378,332
"2480",204,"Joint Man/Woman",92,411,204
"2481",1041,"Joint Man/Woman",83,523,1041
"2482",786,"Joint Man/Woman",82,319,786
"2483",1009,"Joint Man/Woman",100,119,1009
"2484",997,"Joint Man/Woman",81,984,997
"2485",469,"Joint Man/Woman",86,771,469
"2486",414,"Joint Man/Woman",99,801,414
"2487",982,"Joint Man/Woman",96,961,982
"2488",903,"Joint Man/Woman",105,562,903
"2489",544,"Joint Man/Woman",91,319,544
"2490",155,"Joint Man/Woman",75,958,155
"2491",1107,"Joint Man/Woman",86,715,1107
"2492",807,"Joint Man/Woman",90,539,807
"2493",539,"Joint Man/Woman",85,837,539
"2494",729,"Joint Man/Woman",94,299,729
"2495",424,"Joint Man/Woman",80,489,424
"2496",1058,"Joint Man/Woman",90,103,1058
"2497",930,"Joint Man/Woman",94,114,930
"2498",373,"Joint Man/Woman",92,926,373
"2499",787,"Joint Man/Woman",88,683,787
"2500",428,"Joint Man/Woman",94,491,428
"2501",841,"Joint Man/Woman",86,641,841
"2502",793,"Joint Man/Woman",90,113,793
"2503",1074,"Joint Man/Woman",80,772,1074
"2504",475,"Joint Man/Woman",85,65,475
"2505",724,"Joint Man/Woman",96,785,724
"2506",184,"Joint Man/Woman",83,760,184
"2507",1066,"Joint Man/Woman",86,931,1066
"2508",1086,"Joint Man/Woman",96,18,1086
"2509",503,"Joint Man/Woman",95,870,503
"2510",341,"Joint Man/Woman",83,667,341
"2511",763,"Joint Man/Woman",90,443,763
"2512",753,"Joint Man/Woman",91,543,753
"2513",642,"Joint Man/Woman",83,190,642
"2514",185,"Joint Man/Woman",89,58,185
"2515",809,"Joint Man/Woman",84,7,809
"2516",716,"Joint Man/Woman",95,725,716
"2517",760,"Joint Man/Woman",94,924,760
"2518",939,"Joint Man/Woman",98,886,939
"2519",315,"Joint Man/Woman",95,659,315
"2520",375,"Joint Man/Woman",79,284,375
"2521",576,"Joint Man/Woman",98,397,576
"2522",459,"Joint Man/Woman",86,87,459
"2523",291,"Joint Man/Woman",96,101,291
"2524",911,"Joint Man/Woman",90,291,911
"2525",948,"Joint Man/Woman",76,566,948
"2526",474,"Joint Man/Woman",86,389,474
"2527",387,"Joint Man/Woman",92,238,387
"2528",1096,"Joint Man/Woman",91,710,1096
"2529",384,"Joint Man/Woman",92,242,384
"2530",329,"Joint Man/Woman",92,254,329
"2531",953,"Joint Man/Woman",95,508,953
"2532",723,"Joint Man/Woman",94,78,723
"2533",339,"Joint Man/Woman",94,360,339
"2534",432,"Joint Man/Woman",94,902,432
"2535",242,"Joint Man/Woman",86,516,242
"2536",421,"Joint Man/Woman",98,413,421
"2537",406,"Joint Man/Woman",104,150,406
"2538",650,"Joint Man/Woman",102,400,650
"2539",771,"Joint Man/Woman",97,927,771
"2540",983,"Joint Man/Woman",90,200,983
