"","seed","type","age_death","id","seed"
"5575",1063,"Joint Man/Woman",88,227,1063
"5576",176,"Joint Man/Woman",101,265,176
"5577",151,"Joint Man/Woman",89,829,151
"5578",291,"Joint Man/Woman",95,648,291
"5579",325,"Joint Man/Woman",101,508,325
"5580",167,"Joint Man/Woman",85,282,167
"5581",786,"Joint Man/Woman",93,716,786
"5582",1003,"Joint Man/Woman",79,396,1003
"5583",521,"Joint Man/Woman",89,239,521
"5584",760,"Joint Man/Woman",82,958,760
"5585",780,"Joint Man/Woman",97,928,780
"5586",848,"Joint Man/Woman",85,884,848
"5587",737,"Joint Man/Woman",96,671,737
"5588",328,"Joint Man/Woman",82,190,328
"5589",333,"Joint Man/Woman",101,254,333
"5590",640,"Joint Man/Woman",83,602,640
"5591",396,"Joint Man/Woman",91,8,396
"5592",131,"Joint Man/Woman",99,768,131
"5593",787,"Joint Man/Woman",90,888,787
"5594",386,"Joint Man/Woman",89,496,386
"5595",193,"Joint Man/Woman",88,515,193
"5596",329,"Joint Man/Woman",76,786,329
"5597",879,"Joint Man/Woman",93,509,879
"5598",800,"Joint Man/Woman",85,987,800
"5599",820,"Joint Man/Woman",96,798,820
"5600",411,"Joint Man/Woman",97,319,411
"5601",1039,"Joint Man/Woman",77,807,1039
"5602",645,"Joint Man/Woman",93,455,645
"5603",1082,"Joint Man/Woman",94,457,1082
"5604",280,"Joint Man/Woman",81,924,280
"5605",394,"Joint Man/Woman",99,622,394
"5606",387,"Joint Man/Woman",86,841,387
"5607",596,"Joint Man/Woman",103,310,596
"5608",170,"Joint Man/Woman",92,262,170
"5609",838,"Joint Man/Woman",88,928,838
"5610",921,"Joint Man/Woman",82,867,921
"5611",696,"Joint Man/Woman",97,751,696
"5612",504,"Joint Man/Woman",94,258,504
"5613",459,"Joint Man/Woman",92,791,459
"5614",219,"Joint Man/Woman",90,744,219
"5615",689,"Joint Man/Woman",76,580,689
"5616",889,"Joint Man/Woman",97,984,889
"5617",902,"Joint Man/Woman",90,460,902
"5618",686,"Joint Man/Woman",76,911,686
"5619",630,"Joint Man/Woman",92,878,630
"5620",349,"Joint Man/Woman",91,618,349
"5621",212,"Joint Man/Woman",98,120,212
"5622",864,"Joint Man/Woman",87,444,864
"5623",861,"Joint Man/Woman",82,765,861
"5624",713,"Joint Man/Woman",96,510,713
"5625",455,"Joint Man/Woman",92,156,455
"5626",581,"Joint Man/Woman",92,432,581
"5627",144,"Joint Man/Woman",83,931,144
"5628",831,"Joint Man/Woman",96,256,831
"5629",664,"Joint Man/Woman",95,428,664
"5630",936,"Joint Man/Woman",94,604,936
"5631",630,"Joint Man/Woman",94,699,630
"5632",509,"Joint Man/Woman",88,753,509
"5633",264,"Joint Man/Woman",91,379,264
"5634",799,"Joint Man/Woman",93,942,799
"5635",914,"Joint Man/Woman",91,61,914
"5636",763,"Joint Man/Woman",93,906,763
"5637",504,"Joint Man/Woman",83,365,504
"5638",573,"Joint Man/Woman",97,272,573
"5639",829,"Joint Man/Woman",84,369,829
"5640",202,"Joint Man/Woman",89,791,202
"5641",1032,"Joint Man/Woman",92,668,1032
"5642",181,"Joint Man/Woman",75,191,181
"5643",671,"Joint Man/Woman",100,948,671
"5644",340,"Joint Man/Woman",93,794,340
"5645",348,"Joint Man/Woman",91,222,348
"5646",274,"Joint Man/Woman",91,607,274
"5647",1068,"Joint Man/Woman",87,120,1068
"5648",985,"Joint Man/Woman",92,366,985
"5649",142,"Joint Man/Woman",82,295,142
"5650",911,"Joint Man/Woman",90,399,911
"5651",1097,"Joint Man/Woman",92,260,1097
"5652",700,"Joint Man/Woman",90,409,700
"5653",287,"Joint Man/Woman",82,637,287
"5654",526,"Joint Man/Woman",87,342,526
"5655",716,"Joint Man/Woman",93,462,716
"5656",1100,"Joint Man/Woman",88,256,1100
"5657",865,"Joint Man/Woman",83,600,865
"5658",383,"Joint Man/Woman",95,201,383
"5659",541,"Joint Man/Woman",98,968,541
"5660",769,"Joint Man/Woman",80,492,769
"5661",285,"Joint Man/Woman",91,665,285
"5662",556,"Joint Man/Woman",96,983,556
"5663",1018,"Joint Man/Woman",95,685,1018
"5664",151,"Joint Man/Woman",95,581,151
"5665",183,"Joint Man/Woman",79,669,183
"5666",625,"Joint Man/Woman",79,293,625
"5667",291,"Joint Man/Woman",91,147,291
"5668",617,"Joint Man/Woman",89,297,617
"5669",718,"Joint Man/Woman",84,864,718
"5670",947,"Joint Man/Woman",72,605,947
"5671",538,"Joint Man/Woman",93,856,538
"5672",872,"Joint Man/Woman",91,79,872
"5673",1096,"Joint Man/Woman",96,71,1096
"5674",495,"Joint Man/Woman",97,685,495
"5675",752,"Joint Man/Woman",85,132,752
"5676",377,"Joint Man/Woman",91,48,377
"5677",337,"Joint Man/Woman",85,272,337
"5678",345,"Joint Man/Woman",87,824,345
"5679",836,"Joint Man/Woman",77,566,836
"5680",568,"Joint Man/Woman",98,412,568
"5681",618,"Joint Man/Woman",93,971,618
"5682",182,"Joint Man/Woman",84,452,182
"5683",389,"Joint Man/Woman",101,114,389
"5684",1095,"Joint Man/Woman",76,810,1095
"5685",851,"Joint Man/Woman",88,429,851
"5686",853,"Joint Man/Woman",89,842,853
"5687",596,"Joint Man/Woman",96,136,596
"5688",478,"Joint Man/Woman",93,356,478
"5689",288,"Joint Man/Woman",97,982,288
"5690",1063,"Joint Man/Woman",81,677,1063
"5691",687,"Joint Man/Woman",98,494,687
"5692",1058,"Joint Man/Woman",87,230,1058
"5693",488,"Joint Man/Woman",106,739,488
"5694",465,"Joint Man/Woman",92,952,465
"5695",126,"Joint Man/Woman",94,712,126
"5696",707,"Joint Man/Woman",100,232,707
"5697",1044,"Joint Man/Woman",86,894,1044
"5698",987,"Joint Man/Woman",88,540,987
"5699",1057,"Joint Man/Woman",88,99,1057
"5700",257,"Joint Man/Woman",92,771,257
"5701",198,"Joint Man/Woman",91,367,198
"5702",350,"Joint Man/Woman",84,804,350
"5703",748,"Joint Man/Woman",95,956,748
"5704",585,"Joint Man/Woman",92,190,585
"5705",349,"Joint Man/Woman",88,721,349
"5706",1024,"Joint Man/Woman",87,355,1024
"5707",1075,"Joint Man/Woman",102,812,1075
"5708",114,"Joint Man/Woman",87,797,114
"5709",271,"Joint Man/Woman",96,947,271
"5710",968,"Joint Man/Woman",90,438,968
"5711",495,"Joint Man/Woman",80,56,495
"5712",247,"Joint Man/Woman",83,805,247
"5713",985,"Joint Man/Woman",78,985,985
"5714",495,"Joint Man/Woman",89,6,495
"5715",512,"Joint Man/Woman",87,510,512
"5716",778,"Joint Man/Woman",93,281,778
"5717",452,"Joint Man/Woman",82,241,452
"5718",1066,"Joint Man/Woman",94,982,1066
"5719",173,"Joint Man/Woman",97,950,173
"5720",956,"Joint Man/Woman",88,850,956
"5721",435,"Joint Man/Woman",92,574,435
"5722",129,"Joint Man/Woman",89,592,129
"5723",459,"Joint Man/Woman",91,873,459
"5724",628,"Joint Man/Woman",87,343,628
"5725",1036,"Joint Man/Woman",96,654,1036
"5726",938,"Joint Man/Woman",93,730,938
"5727",823,"Joint Man/Woman",90,451,823
"5728",500,"Joint Man/Woman",87,227,500
"5729",156,"Joint Man/Woman",96,350,156
"5730",914,"Joint Man/Woman",88,891,914
"5731",630,"Joint Man/Woman",101,650,630
"5732",197,"Joint Man/Woman",94,145,197
"5733",446,"Joint Man/Woman",90,870,446
"5734",554,"Joint Man/Woman",85,516,554
"5735",184,"Joint Man/Woman",91,534,184
"5736",151,"Joint Man/Woman",93,379,151
"5737",145,"Joint Man/Woman",93,827,145
"5738",659,"Joint Man/Woman",77,72,659
"5739",505,"Joint Man/Woman",96,935,505
"5740",1066,"Joint Man/Woman",98,165,1066
"5741",996,"Joint Man/Woman",100,292,996
"5742",761,"Joint Man/Woman",93,574,761
"5743",151,"Joint Man/Woman",97,165,151
"5744",554,"Joint Man/Woman",89,804,554
"5745",660,"Joint Man/Woman",86,947,660
"5746",882,"Joint Man/Woman",91,947,882
"5747",515,"Joint Man/Woman",86,596,515
"5748",638,"Joint Man/Woman",93,598,638
"5749",857,"Joint Man/Woman",81,348,857
"5750",1062,"Joint Man/Woman",94,958,1062
"5751",1105,"Joint Man/Woman",85,151,1105
"5752",234,"Joint Man/Woman",96,526,234
"5753",924,"Joint Man/Woman",82,297,924
"5754",660,"Joint Man/Woman",98,697,660
"5755",705,"Joint Man/Woman",88,224,705
"5756",863,"Joint Man/Woman",90,903,863
"5757",1058,"Joint Man/Woman",95,582,1058
"5758",285,"Joint Man/Woman",93,600,285
"5759",548,"Joint Man/Woman",94,724,548
"5760",475,"Joint Man/Woman",92,8,475
"5761",791,"Joint Man/Woman",83,265,791
"5762",1035,"Joint Man/Woman",69,99,1035
"5763",495,"Joint Man/Woman",83,446,495
"5764",480,"Joint Man/Woman",95,250,480
"5765",1041,"Joint Man/Woman",85,171,1041
"5766",204,"Joint Man/Woman",90,817,204
"5767",953,"Joint Man/Woman",81,202,953
"5768",853,"Joint Man/Woman",95,660,853
"5769",309,"Joint Man/Woman",96,864,309
"5770",506,"Joint Man/Woman",93,137,506
"5771",1101,"Joint Man/Woman",87,85,1101
"5772",563,"Joint Man/Woman",79,548,563
"5773",723,"Joint Man/Woman",82,193,723
"5774",125,"Joint Man/Woman",91,155,125
"5775",1094,"Joint Man/Woman",96,454,1094
"5776",144,"Joint Man/Woman",91,435,144
"5777",1049,"Joint Man/Woman",86,300,1049
"5778",390,"Joint Man/Woman",88,898,390
"5779",843,"Joint Man/Woman",75,556,843
"5780",348,"Joint Man/Woman",94,24,348
"5781",779,"Joint Man/Woman",77,606,779
"5782",441,"Joint Man/Woman",93,246,441
"5783",1015,"Joint Man/Woman",85,928,1015
"5784",486,"Joint Man/Woman",100,900,486
"5785",628,"Joint Man/Woman",86,591,628
"5786",664,"Joint Man/Woman",79,882,664
"5787",147,"Joint Man/Woman",92,865,147
"5788",465,"Joint Man/Woman",89,742,465
"5789",696,"Joint Man/Woman",86,884,696
"5790",828,"Joint Man/Woman",96,121,828
"5791",176,"Joint Man/Woman",92,449,176
"5792",1083,"Joint Man/Woman",85,291,1083
"5793",802,"Joint Man/Woman",80,605,802
"5794",1019,"Joint Man/Woman",93,851,1019
"5795",907,"Joint Man/Woman",82,7,907
"5796",867,"Joint Man/Woman",106,970,867
"5797",1004,"Joint Man/Woman",96,625,1004
"5798",850,"Joint Man/Woman",100,70,850
"5799",839,"Joint Man/Woman",92,733,839
"5800",182,"Joint Man/Woman",82,962,182
"5801",511,"Joint Man/Woman",90,681,511
"5802",382,"Joint Man/Woman",90,345,382
"5803",713,"Joint Man/Woman",102,397,713
"5804",1064,"Joint Man/Woman",95,442,1064
"5805",748,"Joint Man/Woman",94,389,748
"5806",703,"Joint Man/Woman",87,987,703
"5807",439,"Joint Man/Woman",90,747,439
"5808",419,"Joint Man/Woman",91,520,419
"5809",308,"Joint Man/Woman",89,820,308
"5810",559,"Joint Man/Woman",86,971,559
"5811",199,"Joint Man/Woman",92,359,199
"5812",704,"Joint Man/Woman",94,521,704
"5813",573,"Joint Man/Woman",95,259,573
"5814",424,"Joint Man/Woman",98,673,424
"5815",763,"Joint Man/Woman",97,334,763
"5816",403,"Joint Man/Woman",92,924,403
"5817",733,"Joint Man/Woman",93,333,733
"5818",260,"Joint Man/Woman",88,233,260
"5819",964,"Joint Man/Woman",92,535,964
"5820",454,"Joint Man/Woman",75,183,454
"5821",634,"Joint Man/Woman",86,884,634
"5822",699,"Joint Man/Woman",90,806,699
"5823",159,"Joint Man/Woman",85,284,159
"5824",134,"Joint Man/Woman",87,62,134
"5825",275,"Joint Man/Woman",77,194,275
"5826",186,"Joint Man/Woman",94,213,186
"5827",528,"Joint Man/Woman",83,145,528
"5828",641,"Joint Man/Woman",81,468,641
"5829",364,"Joint Man/Woman",102,382,364
"5830",470,"Joint Man/Woman",100,147,470
"5831",706,"Joint Man/Woman",94,887,706
"5832",549,"Joint Man/Woman",93,15,549
"5833",1064,"Joint Man/Woman",97,914,1064
"5834",710,"Joint Man/Woman",84,154,710
"5835",1025,"Joint Man/Woman",88,11,1025
"5836",426,"Joint Man/Woman",82,802,426
"5837",586,"Joint Man/Woman",94,522,586
"5838",997,"Joint Man/Woman",91,331,997
"5839",196,"Joint Man/Woman",82,46,196
"5840",250,"Joint Man/Woman",85,153,250
"5841",1021,"Joint Man/Woman",93,898,1021
"5842",968,"Joint Man/Woman",85,52,968
"5843",1109,"Joint Man/Woman",82,725,1109
"5844",850,"Joint Man/Woman",76,618,850
"5845",148,"Joint Man/Woman",92,701,148
"5846",284,"Joint Man/Woman",73,830,284
"5847",579,"Joint Man/Woman",75,288,579
"5848",581,"Joint Man/Woman",105,827,581
"5849",116,"Joint Man/Woman",109,397,116
"5850",1020,"Joint Man/Woman",95,807,1020
"5851",447,"Joint Man/Woman",98,209,447
"5852",457,"Joint Man/Woman",82,996,457
"5853",924,"Joint Man/Woman",96,990,924
"5854",491,"Joint Man/Woman",92,92,491
"5855",914,"Joint Man/Woman",81,147,914
"5856",343,"Joint Man/Woman",74,625,343
"5857",231,"Joint Man/Woman",82,750,231
"5858",301,"Joint Man/Woman",79,262,301
"5859",934,"Joint Man/Woman",95,284,934
"5860",1078,"Joint Man/Woman",85,685,1078
"5861",724,"Joint Man/Woman",93,710,724
"5862",641,"Joint Man/Woman",98,81,641
"5863",402,"Joint Man/Woman",79,905,402
"5864",114,"Joint Man/Woman",93,484,114
"5865",651,"Joint Man/Woman",91,3,651
"5866",774,"Joint Man/Woman",100,679,774
"5867",1044,"Joint Man/Woman",79,68,1044
"5868",712,"Joint Man/Woman",76,794,712
"5869",239,"Joint Man/Woman",77,457,239
"5870",311,"Joint Man/Woman",90,467,311
"5871",185,"Joint Man/Woman",97,297,185
"5872",1003,"Joint Man/Woman",89,971,1003
"5873",967,"Joint Man/Woman",92,953,967
"5874",885,"Joint Man/Woman",93,947,885
"5875",1037,"Joint Man/Woman",92,70,1037
"5876",996,"Joint Man/Woman",86,93,996
"5877",520,"Joint Man/Woman",96,48,520
"5878",570,"Joint Man/Woman",92,983,570
"5879",162,"Joint Man/Woman",85,361,162
"5880",270,"Joint Man/Woman",91,524,270
"5881",1045,"Joint Man/Woman",93,793,1045
"5882",599,"Joint Man/Woman",102,692,599
"5883",513,"Joint Man/Woman",84,366,513
"5884",600,"Joint Man/Woman",87,209,600
"5885",858,"Joint Man/Woman",80,806,858
"5886",645,"Joint Man/Woman",104,410,645
"5887",712,"Joint Man/Woman",100,846,712
"5888",891,"Joint Man/Woman",85,313,891
"5889",734,"Joint Man/Woman",99,317,734
"5890",665,"Joint Man/Woman",95,221,665
"5891",864,"Joint Man/Woman",91,277,864
"5892",987,"Joint Man/Woman",99,209,987
"5893",653,"Joint Man/Woman",89,833,653
"5894",939,"Joint Man/Woman",97,232,939
"5895",427,"Joint Man/Woman",91,64,427
"5896",791,"Joint Man/Woman",94,633,791
"5897",501,"Joint Man/Woman",93,932,501
"5898",271,"Joint Man/Woman",87,705,271
"5899",543,"Joint Man/Woman",98,527,543
"5900",745,"Joint Man/Woman",86,423,745
"5901",241,"Joint Man/Woman",94,311,241
"5902",712,"Joint Man/Woman",93,482,712
"5903",877,"Joint Man/Woman",99,307,877
"5904",293,"Joint Man/Woman",93,464,293
"5905",540,"Joint Man/Woman",91,502,540
"5906",572,"Joint Man/Woman",84,234,572
"5907",427,"Joint Man/Woman",88,683,427
"5908",877,"Joint Man/Woman",85,302,877
"5909",458,"Joint Man/Woman",92,7,458
"5910",329,"Joint Man/Woman",88,615,329
"5911",558,"Joint Man/Woman",92,164,558
"5912",247,"Joint Man/Woman",89,582,247
"5913",393,"Joint Man/Woman",90,775,393
"5914",199,"Joint Man/Woman",83,580,199
"5915",894,"Joint Man/Woman",98,869,894
"5916",922,"Joint Man/Woman",87,901,922
"5917",593,"Joint Man/Woman",83,950,593
"5918",467,"Joint Man/Woman",95,907,467
"5919",709,"Joint Man/Woman",76,197,709
"5920",1095,"Joint Man/Woman",76,284,1095
"5921",741,"Joint Man/Woman",92,986,741
"5922",935,"Joint Man/Woman",100,704,935
"5923",759,"Joint Man/Woman",91,46,759
"5924",813,"Joint Man/Woman",100,975,813
"5925",1099,"Joint Man/Woman",91,875,1099
"5926",241,"Joint Man/Woman",88,739,241
"5927",524,"Joint Man/Woman",98,117,524
"5928",988,"Joint Man/Woman",84,234,988
"5929",185,"Joint Man/Woman",92,560,185
"5930",858,"Joint Man/Woman",90,700,858
"5931",908,"Joint Man/Woman",90,672,908
"5932",801,"Joint Man/Woman",89,869,801
"5933",714,"Joint Man/Woman",88,533,714
"5934",812,"Joint Man/Woman",90,716,812
"5935",275,"Joint Man/Woman",98,936,275
"5936",500,"Joint Man/Woman",88,152,500
"5937",517,"Joint Man/Woman",89,920,517
"5938",129,"Joint Man/Woman",94,225,129
"5939",467,"Joint Man/Woman",90,644,467
"5940",385,"Joint Man/Woman",91,162,385
"5941",959,"Joint Man/Woman",79,486,959
"5942",656,"Joint Man/Woman",89,326,656
"5943",516,"Joint Man/Woman",98,779,516
"5944",394,"Joint Man/Woman",91,254,394
"5945",167,"Joint Man/Woman",84,715,167
"5946",548,"Joint Man/Woman",87,511,548
"5947",838,"Joint Man/Woman",85,30,838
"5948",409,"Joint Man/Woman",76,214,409
"5949",1097,"Joint Man/Woman",88,493,1097
"5950",745,"Joint Man/Woman",89,263,745
"5951",575,"Joint Man/Woman",91,55,575
"5952",1082,"Joint Man/Woman",94,349,1082
"5953",840,"Joint Man/Woman",88,706,840
"5954",520,"Joint Man/Woman",96,337,520
"5955",737,"Joint Man/Woman",74,400,737
"5956",613,"Joint Man/Woman",87,296,613
"5957",337,"Joint Man/Woman",92,544,337
"5958",709,"Joint Man/Woman",96,630,709
"5959",1013,"Joint Man/Woman",90,218,1013
"5960",157,"Joint Man/Woman",92,901,157
"5961",972,"Joint Man/Woman",88,967,972
"5962",479,"Joint Man/Woman",92,948,479
"5963",497,"Joint Man/Woman",85,151,497
"5964",791,"Joint Man/Woman",91,938,791
"5965",658,"Joint Man/Woman",92,174,658
"5966",619,"Joint Man/Woman",91,470,619
"5967",709,"Joint Man/Woman",91,729,709
"5968",293,"Joint Man/Woman",95,270,293
"5969",595,"Joint Man/Woman",81,858,595
"5970",1079,"Joint Man/Woman",80,643,1079
"5971",693,"Joint Man/Woman",86,20,693
"5972",1016,"Joint Man/Woman",86,669,1016
"5973",855,"Joint Man/Woman",105,223,855
"5974",605,"Joint Man/Woman",89,273,605
"5975",519,"Joint Man/Woman",88,384,519
"5976",123,"Joint Man/Woman",71,835,123
"5977",472,"Joint Man/Woman",92,304,472
"5978",116,"Joint Man/Woman",98,787,116
"5979",143,"Joint Man/Woman",88,413,143
"5980",599,"Joint Man/Woman",90,20,599
"5981",169,"Joint Man/Woman",96,339,169
"5982",816,"Joint Man/Woman",79,588,816
"5983",1064,"Joint Man/Woman",82,678,1064
"5984",853,"Joint Man/Woman",90,766,853
"5985",545,"Joint Man/Woman",82,886,545
"5986",1108,"Joint Man/Woman",85,793,1108
"5987",509,"Joint Man/Woman",83,180,509
"5988",746,"Joint Man/Woman",88,403,746
"5989",746,"Joint Man/Woman",78,136,746
"5990",965,"Joint Man/Woman",87,317,965
"5991",763,"Joint Man/Woman",83,177,763
"5992",286,"Joint Man/Woman",86,701,286
"5993",1042,"Joint Man/Woman",94,965,1042
"5994",545,"Joint Man/Woman",94,853,545
"5995",122,"Joint Man/Woman",97,455,122
"5996",428,"Joint Man/Woman",90,352,428
"5997",911,"Joint Man/Woman",88,478,911
"5998",429,"Joint Man/Woman",81,349,429
"5999",724,"Joint Man/Woman",92,663,724
"6000",1060,"Joint Man/Woman",97,6,1060
"6001",736,"Joint Man/Woman",74,781,736
"6002",244,"Joint Man/Woman",103,543,244
"6003",980,"Joint Man/Woman",92,38,980
"6004",632,"Joint Man/Woman",98,632,632
"6005",386,"Joint Man/Woman",88,602,386
"6006",794,"Joint Man/Woman",87,523,794
"6007",908,"Joint Man/Woman",90,943,908
"6008",502,"Joint Man/Woman",87,77,502
"6009",381,"Joint Man/Woman",104,709,381
"6010",764,"Joint Man/Woman",91,447,764
"6011",570,"Joint Man/Woman",95,298,570
"6012",464,"Joint Man/Woman",94,648,464
"6013",1010,"Joint Man/Woman",89,7,1010
"6014",813,"Joint Man/Woman",93,653,813
"6015",1091,"Joint Man/Woman",81,649,1091
"6016",635,"Joint Man/Woman",89,565,635
"6017",252,"Joint Man/Woman",96,485,252
"6018",928,"Joint Man/Woman",86,933,928
"6019",752,"Joint Man/Woman",95,467,752
"6020",454,"Joint Man/Woman",93,556,454
"6021",332,"Joint Man/Woman",87,454,332
"6022",159,"Joint Man/Woman",101,439,159
"6023",171,"Joint Man/Woman",83,609,171
"6024",888,"Joint Man/Woman",84,384,888
"6025",648,"Joint Man/Woman",94,898,648
"6026",953,"Joint Man/Woman",80,807,953
"6027",1024,"Joint Man/Woman",79,961,1024
"6028",958,"Joint Man/Woman",101,786,958
"6029",837,"Joint Man/Woman",87,802,837
"6030",612,"Joint Man/Woman",88,869,612
"6031",332,"Joint Man/Woman",84,113,332
"6032",321,"Joint Man/Woman",103,862,321
"6033",476,"Joint Man/Woman",90,385,476
"6034",769,"Joint Man/Woman",102,829,769
"6035",349,"Joint Man/Woman",108,274,349
"6036",380,"Joint Man/Woman",80,158,380
"6037",639,"Joint Man/Woman",89,881,639
"6038",383,"Joint Man/Woman",88,787,383
"6039",373,"Joint Man/Woman",101,657,373
"6040",880,"Joint Man/Woman",91,487,880
"6041",995,"Joint Man/Woman",100,853,995
"6042",327,"Joint Man/Woman",90,961,327
"6043",616,"Joint Man/Woman",95,193,616
"6044",340,"Joint Man/Woman",79,787,340
"6045",293,"Joint Man/Woman",86,160,293
"6046",457,"Joint Man/Woman",101,729,457
"6047",751,"Joint Man/Woman",87,175,751
"6048",254,"Joint Man/Woman",90,32,254
"6049",360,"Joint Man/Woman",92,454,360
"6050",284,"Joint Man/Woman",86,729,284
"6051",825,"Joint Man/Woman",97,738,825
"6052",969,"Joint Man/Woman",96,655,969
"6053",743,"Joint Man/Woman",94,979,743
"6054",236,"Joint Man/Woman",100,722,236
"6055",196,"Joint Man/Woman",78,342,196
"6056",242,"Joint Man/Woman",86,118,242
"6057",537,"Joint Man/Woman",100,59,537
"6058",572,"Joint Man/Woman",94,148,572
"6059",358,"Joint Man/Woman",104,37,358
"6060",618,"Joint Man/Woman",87,909,618
"6061",840,"Joint Man/Woman",107,138,840
"6062",561,"Joint Man/Woman",92,901,561
"6063",477,"Joint Man/Woman",94,991,477
"6064",494,"Joint Man/Woman",94,480,494
"6065",714,"Joint Man/Woman",94,646,714
"6066",325,"Joint Man/Woman",86,903,325
"6067",752,"Joint Man/Woman",73,674,752
"6068",748,"Joint Man/Woman",95,592,748
"6069",1112,"Joint Man/Woman",98,933,1112
"6070",319,"Joint Man/Woman",86,633,319
"6071",720,"Joint Man/Woman",92,307,720
"6072",944,"Joint Man/Woman",93,148,944
"6073",738,"Joint Man/Woman",90,726,738
"6074",848,"Joint Man/Woman",94,750,848
"6075",1009,"Joint Man/Woman",94,384,1009
"6076",793,"Joint Man/Woman",84,630,793
"6077",493,"Joint Man/Woman",98,946,493
"6078",632,"Joint Man/Woman",91,793,632
"6079",722,"Joint Man/Woman",90,368,722
"6080",557,"Joint Man/Woman",86,937,557
"6081",845,"Joint Man/Woman",89,694,845
"6082",722,"Joint Man/Woman",91,937,722
"6083",670,"Joint Man/Woman",93,160,670
"6084",967,"Joint Man/Woman",106,639,967
"6085",367,"Joint Man/Woman",72,183,367
"6086",835,"Joint Man/Woman",89,873,835
"6087",1109,"Joint Man/Woman",100,821,1109
"6088",946,"Joint Man/Woman",89,735,946
"6089",713,"Joint Man/Woman",89,784,713
"6090",761,"Joint Man/Woman",82,740,761
"6091",673,"Joint Man/Woman",96,872,673
"6092",913,"Joint Man/Woman",90,453,913
"6093",260,"Joint Man/Woman",89,67,260
"6094",799,"Joint Man/Woman",89,260,799
"6095",947,"Joint Man/Woman",95,369,947
"6096",121,"Joint Man/Woman",100,975,121
"6097",567,"Joint Man/Woman",90,926,567
"6098",1055,"Joint Man/Woman",84,303,1055
"6099",471,"Joint Man/Woman",90,274,471
"6100",336,"Joint Man/Woman",92,538,336
"6101",727,"Joint Man/Woman",88,804,727
"6102",810,"Joint Man/Woman",98,307,810
"6103",144,"Joint Man/Woman",73,922,144
"6104",696,"Joint Man/Woman",84,588,696
"6105",900,"Joint Man/Woman",95,252,900
"6106",993,"Joint Man/Woman",84,866,993
"6107",434,"Joint Man/Woman",92,142,434
"6108",619,"Joint Man/Woman",100,572,619
"6109",709,"Joint Man/Woman",95,229,709
"6110",778,"Joint Man/Woman",89,314,778
"6111",335,"Joint Man/Woman",95,510,335
"6112",839,"Joint Man/Woman",90,217,839
"6113",544,"Joint Man/Woman",84,248,544
"6114",536,"Joint Man/Woman",90,867,536
"6115",464,"Joint Man/Woman",81,40,464
"6116",978,"Joint Man/Woman",97,419,978
"6117",1058,"Joint Man/Woman",100,743,1058
"6118",851,"Joint Man/Woman",84,329,851
"6119",653,"Joint Man/Woman",83,899,653
"6120",426,"Joint Man/Woman",71,562,426
"6121",144,"Joint Man/Woman",87,90,144
"6122",1109,"Joint Man/Woman",92,838,1109
"6123",1034,"Joint Man/Woman",99,191,1034
"6124",631,"Joint Man/Woman",92,856,631
"6125",925,"Joint Man/Woman",95,703,925
"6126",348,"Joint Man/Woman",83,680,348
"6127",468,"Joint Man/Woman",96,699,468
"6128",786,"Joint Man/Woman",86,287,786
"6129",525,"Joint Man/Woman",92,317,525
"6130",724,"Joint Man/Woman",87,983,724
"6131",960,"Joint Man/Woman",91,433,960
"6132",450,"Joint Man/Woman",82,191,450
"6133",475,"Joint Man/Woman",97,516,475
"6134",920,"Joint Man/Woman",87,372,920
"6135",883,"Joint Man/Woman",83,353,883
"6136",598,"Joint Man/Woman",92,203,598
"6137",913,"Joint Man/Woman",90,957,913
"6138",655,"Joint Man/Woman",84,204,655
"6139",834,"Joint Man/Woman",83,485,834
"6140",861,"Joint Man/Woman",89,537,861
"6141",315,"Joint Man/Woman",73,410,315
"6142",330,"Joint Man/Woman",85,958,330
"6143",964,"Joint Man/Woman",100,308,964
"6144",653,"Joint Man/Woman",92,919,653
"6145",419,"Joint Man/Woman",90,663,419
"6146",193,"Joint Man/Woman",76,199,193
"6147",220,"Joint Man/Woman",88,93,220
"6148",292,"Joint Man/Woman",88,967,292
"6149",132,"Joint Man/Woman",89,487,132
"6150",352,"Joint Man/Woman",85,406,352
"6151",1064,"Joint Man/Woman",88,22,1064
"6152",892,"Joint Man/Woman",98,202,892
"6153",888,"Joint Man/Woman",96,719,888
"6154",1075,"Joint Man/Woman",91,80,1075
"6155",727,"Joint Man/Woman",89,501,727
"6156",842,"Joint Man/Woman",94,442,842
"6157",301,"Joint Man/Woman",97,11,301
"6158",522,"Joint Man/Woman",79,731,522
"6159",330,"Joint Man/Woman",78,490,330
"6160",752,"Joint Man/Woman",92,328,752
"6161",386,"Joint Man/Woman",95,423,386
"6162",381,"Joint Man/Woman",101,436,381
"6163",720,"Joint Man/Woman",72,673,720
"6164",215,"Joint Man/Woman",86,487,215
"6165",888,"Joint Man/Woman",89,901,888
"6166",185,"Joint Man/Woman",93,842,185
"6167",255,"Joint Man/Woman",95,208,255
"6168",404,"Joint Man/Woman",92,997,404
"6169",374,"Joint Man/Woman",104,373,374
"6170",749,"Joint Man/Woman",86,582,749
"6171",445,"Joint Man/Woman",91,925,445
"6172",176,"Joint Man/Woman",97,613,176
"6173",432,"Joint Man/Woman",92,743,432
"6174",983,"Joint Man/Woman",87,590,983
"6175",556,"Joint Man/Woman",94,485,556
"6176",427,"Joint Man/Woman",79,96,427
